ClienteID;genero;Idoso;Parceiro;Dependentes;Tenure;ServiçoFone;Multiplas Linhas;Internet;SegurançaOnline;OnlineBackup;Proteção;SuporteTecnico;StreamingTV;StreamingMovies;Contrato;ContaDigital;MetododePagamento;TaxasMensais;Taxas Totais;Atrito
8990-ZXLSU;Mulher;0;Não;Não;9;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;69.05;651.5;Não
2275-RBYQS;Mulher;0;Não;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;45.4;45.4;Não
8473-VUVJN;Homem;1;Não;Não;1;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;73.65;73.65;Sim
6289-CPNLD;Homem;0;Sim;Sim;33;Sim;Não;DSL;Não;Não;Sim;Sim;Sim;Sim;Um ano;Sim;Boleto;73.9;2405.05;Sim
5536-SLHPM;Mulher;0;Sim;Não;55;Sim;Sim;Fibra Ótica;Não;Não;Sim;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;77.75;4458.15;Sim
4419-UJMUS;Homem;0;Sim;Sim;69;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Sim;Sim;Dois anos;Sim;Pagamento digital;99.35;6856.45;Não
7794-JASDG;Homem;0;Não;Não;1;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;50.75;50.75;Não
7609-YBPXG;Homem;0;Não;Não;54;Sim;Sim;DSL;Sim;Não;Sim;Sim;Sim;Sim;Dois anos;Não;Débito automatico;87.1;4735.2;Não
5519-TEEUH;Homem;0;Não;Sim;33;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Boleto;20.15;682.15;Não
7856-GANIL;Homem;1;Sim;Não;45;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Não;Um ano;Sim;Débito automatico;98.7;4525.8;Não
0804-XBFBV;Mulher;0;Não;Sim;11;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;25.2;321.05;Não
2676-OXPPQ;Homem;0;Não;Não;6;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;55.7;335.65;Não
3703-TTEPD;Homem;0;Não;Não;21;Sim;Não;DSL;Sim;Não;Sim;Não;Sim;Não;Mês a Mês;Não;Débito automatico;65.35;1424.4;Não
2799-TSLAG;Mulher;0;Sim;Sim;65;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Sim;Débito automatico;25.3;1748.55;Não
0196-VULGZ;Mulher;1;Sim;Não;6;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;84.35;474.9;Sim
8837-VVWLQ;Mulher;0;Não;Não;8;Sim;Não;Fibra Ótica;Sim;Não;Não;Não;Sim;Não;Mês a Mês;Não;Pagamento digital;84.95;668.4;Sim
2696-NARTR;Homem;0;Não;Não;11;Sim;Não;Fibra Ótica;Não;Não;Não;Sim;Não;Não;Mês a Mês;Sim;Pagamento digital;73.85;926.25;Sim
2208-NKVVH;Homem;0;Sim;Sim;43;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;24.25;1077.95;Não
7614-QVWQL;Homem;0;Sim;Sim;49;Não;Não;DSL;Não;Sim;Não;Não;Sim;Sim;Um ano;Sim;Débito automatico;51.8;2541.25;Sim
1976-CFOCS;Mulher;1;Sim;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;46;46;Sim
4631-OACRM;Homem;1;Não;Não;15;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;79.4;1156.1;Sim
7139-JZFVG;Homem;0;Sim;Sim;60;Sim;Não;DSL;Sim;Sim;Sim;Não;Não;Não;Dois anos;Não;Débito automatico;60.5;3694.45;Não
4987-GQWPO;Homem;0;Não;Não;17;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;25.1;382.8;Não
3755-JBMNH;Homem;1;Sim;Não;16;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;71.8;1167.8;Sim
1757-TCATG;Homem;0;Sim;Sim;35;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;20.05;746.75;Não
6345-ULYRW;Homem;1;Sim;Não;44;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Sim;Um ano;Não;Boleto;88.4;3912.9;Sim
4776-XSKYQ;Mulher;0;Sim;Sim;12;Não;Não;DSL;Não;Não;Não;Sim;Não;Não;Um ano;Não;Cartão de Crédito;30.25;368.85;Não
8048-DSDFQ;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.2;20.2;Não
5753-QQWPW;Mulher;0;Não;Não;28;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Sim;Pagamento digital;59.9;1654.7;Não
6010-DDPPW;Homem;0;Sim;Não;70;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;25.15;1940.85;Não
1809-DMJHQ;Mulher;0;Não;Sim;5;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;46;221.7;Sim
6693-FRIRW;Homem;0;Não;Não;18;Sim;Não;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Não;Cartão de Crédito;101.3;1794.65;Não
6586-MYGKD;Homem;0;Sim;Não;70;Sim;Sim;DSL;Sim;Não;Não;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;76.95;5289.8;Não
3173-NVMPX;Mulher;0;Sim;Sim;9;Sim;Sim;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;55.3;501.2;Não
0248-PGHBZ;Mulher;1;Não;Não;67;Sim;Não;Fibra Ótica;Sim;Sim;Não;Sim;Sim;Não;Dois anos;Sim;Débito automatico;92.45;6140.85;Não
0623-GDISB;Mulher;0;Não;Não;1;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;48.45;48.45;Não
2892-GESUL;Mulher;0;Sim;Sim;18;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.35;309.25;Não
6923-EFPNL;Homem;0;Não;Não;4;Sim;Sim;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;51.75;201.1;Sim
7472-EQOAV;Homem;1;Sim;Sim;71;Sim;Não;Fibra Ótica;Sim;Sim;Sim;Não;Não;Não;Um ano;Sim;Débito automatico;86.7;6179.35;Não
9574-RKJIF;Homem;0;Sim;Sim;30;Sim;Sim;Fibra Ótica;Sim;Sim;Não;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;94.4;2838.7;Sim
2043-WVTQJ;Homem;0;Sim;Não;1;Sim;Não;DSL;Sim;Não;Sim;Não;Não;Não;Mês a Mês;Não;Boleto;55.7;55.7;Não
8034-RYTVV;Mulher;0;Não;Não;55;Sim;Sim;Fibra Ótica;Sim;Não;Sim;Não;Não;Não;Um ano;Sim;Cartão de Crédito;84.25;4589.85;Não
3863-QSTYI;Homem;0;Não;Não;59;Sim;Não;DSL;Não;Não;Sim;Sim;Sim;Não;Mês a Mês;Sim;Pagamento digital;64.65;3735.45;Não
2619-WFQWU;Mulher;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;70.15;70.15;Sim
5044-LRQAQ;Mulher;0;Sim;Não;7;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;69.2;477.55;Não
1716-LSAMB;Homem;0;Sim;Sim;45;Sim;Não;DSL;Sim;Não;Não;Sim;Não;Não;Dois anos;Não;Débito automatico;54.65;2553.7;Não
1333-PBMXB;Mulher;0;Sim;Sim;54;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Débito automatico;24.75;1342.15;Não
6546-OPBBH;Homem;0;Sim;Sim;51;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Boleto;23.95;1216.35;Não
5985-BEHZK;Mulher;1;Sim;Não;72;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Um ano;Não;Cartão de Crédito;105;7578.05;Não
9127-QRZMH;Homem;0;Sim;Não;44;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Sim;Débito automatico;59.85;2603.95;Não
5919-VCZYM;Homem;0;Não;Não;2;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.05;42.7;Não
9644-KVCNC;Mulher;0;Não;Não;66;Sim;Sim;Fibra Ótica;Não;Não;Sim;Não;Sim;Não;Um ano;Sim;Débito automatico;92.15;6056.9;Não
2137-DQMEV;Homem;0;Sim;Sim;68;Não;Não;DSL;Sim;Sim;Não;Não;Sim;Não;Um ano;Não;Boleto;44.8;2983.65;Não
8174-LNWMW;Mulher;0;Não;Não;31;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Cartão de Crédito;20.9;689.35;Não
9279-CJEOJ;Mulher;1;Não;Não;21;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Débito automatico;95.4;2025.1;Não
7964-VEXDG;Homem;0;Não;Sim;21;Sim;Sim;Fibra Ótica;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;80.35;1747.2;Não
2404-JIBFC;Mulher;0;Sim;Sim;55;Sim;Sim;DSL;Sim;Não;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;85.1;4657.95;Não
0778-NELLA;Homem;0;Não;Não;9;Não;Não;DSL;Não;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Cartão de Crédito;34.7;296.1;Sim
8029-XYPWT;Homem;1;Sim;Não;71;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;115.05;8016.6;Não
4614-NUVZD;Mulher;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;81.1;81.1;Sim
4632-PAOYU;Homem;0;Sim;Sim;22;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Boleto;19.95;433.5;Não
3803-KMQFW;Mulher;0;Sim;Sim;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.55;20.55;Sim
6804-GDMOI;Mulher;0;Não;Não;61;Sim;Sim;Fibra Ótica;Não;Não;Sim;Sim;Sim;Sim;Dois anos;Sim;Pagamento digital;106.6;6428.4;Sim
2990-OGYTD;Mulher;0;Sim;Não;67;Sim;Sim;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Débito automatico;86.15;5883.85;Não
6646-JPPHA;Mulher;1;Não;Não;14;Sim;Não;Fibra Ótica;Sim;Sim;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;78.85;1043.8;Não
9572-MTILT;Homem;0;Sim;Não;59;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Não;Mês a Mês;Sim;Pagamento digital;106.75;6252.9;Sim
7658-UYUQS;Homem;1;Sim;Não;21;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Não;Débito automatico;86.55;1857.25;Não
7880-XSOJX;Homem;0;Não;Não;4;Não;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Mês a Mês;Não;Boleto;42.4;146.4;Não
9611-CTWIH;Mulher;0;Não;Não;3;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;89.45;240.45;Sim
4589-IUAJB;Homem;0;Sim;Não;70;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;24.25;1724.15;Não
0329-GTIAJ;Mulher;0;Não;Não;3;Sim;Não;Fibra Ótica;Não;Sim;Não;Sim;Sim;Sim;Mês a Mês;Sim;Pagamento digital;97.9;315.3;Sim
8746-BFOAJ;Homem;1;Não;Não;21;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;20.5;429.55;Não
8457-XIGKN;Homem;0;Não;Não;20;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;19.6;356.15;Não
6072-NUQCB;Homem;0;Sim;Sim;22;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;20.25;488.25;Não
6629-CZTTH;Homem;0;Não;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Boleto;55.7;55.7;Sim
8838-GPHZP;Mulher;0;Não;Não;63;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Sim;Boleto;20.6;1298.7;Não
8750-QWZAJ;Mulher;0;Sim;Sim;70;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;19.8;1378.75;Não
5364-EVNIB;Homem;0;Não;Não;13;Sim;Não;Fibra Ótica;Não;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;79.8;973.45;Sim
6918-UMQCG;Mulher;0;Não;Não;5;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Não;Mês a Mês;Não;Pagamento digital;80.2;384.25;Não
0675-NCDYU;Mulher;0;Sim;Sim;72;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;116.4;8543.25;Não
6339-DKLMK;Mulher;0;Não;Não;13;Não;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;31.65;389.95;Não
1346-PJWTK;Homem;0;Sim;Não;61;Sim;Não;Fibra Ótica;Não;Sim;Sim;Sim;Não;Sim;Mês a Mês;Não;Cartão de Crédito;94.15;5731.85;Não
5088-QZLRL;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;20.65;20.65;Não
8023-QHAIO;Mulher;1;Sim;Não;56;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Não;Não;Mês a Mês;Sim;Débito automatico;76.85;4275.75;Não
4397-FRLTA;Mulher;0;Não;Não;4;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.15;84.5;Não
3057-VJJQE;Homem;0;Não;Não;35;Sim;Sim;DSL;Sim;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;55.25;1924.1;Não
5087-SUURX;Mulher;0;Sim;Não;18;Não;Não;DSL;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;39.05;669.85;Sim
2302-OUZXB;Homem;0;Sim;Não;72;Sim;Sim;DSL;Não;Sim;Sim;Não;Sim;Sim;Dois anos;Não;Débito automatico;82.15;5784.3;Não
8133-ANHHJ;Mulher;1;Não;Não;49;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Não;Sim;Um ano;Não;Débito automatico;103;5166.2;Não
2270-CHBFN;Mulher;0;Sim;Não;44;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Não;Não;Mês a Mês;Sim;Cartão de Crédito;95.1;4060.55;Não
0013-EXCHZ;Mulher;1;Sim;Não;3;Sim;Não;Fibra Ótica;Não;Não;Não;Sim;Sim;Não;Mês a Mês;Sim;Boleto;83.9;267.4;Sim
5982-FPVQN;Mulher;0;Sim;Sim;37;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;95.15;3532.85;Não
9107-UKCKY;Homem;0;Sim;Não;61;Sim;Sim;DSL;Não;Sim;Sim;Não;Sim;Sim;Um ano;Sim;Pagamento digital;79.8;4914.8;Não
4654-ULTTN;Homem;0;Sim;Não;70;Sim;Sim;DSL;Sim;Não;Sim;Sim;Não;Sim;Dois anos;Sim;Cartão de Crédito;74.8;5315.8;Não
5550-VFRLC;Mulher;1;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;69.85;69.85;Sim
5546-BYZSM;Mulher;0;Não;Não;41;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;20.45;775.6;Não
1492-KGETH;Homem;0;Sim;Sim;70;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Não;Sim;Um ano;Não;Débito automatico;78.35;5445.95;Não
4929-BSTRX;Mulher;0;Não;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Boleto;53.55;53.55;Sim
4163-HFTUK;Homem;0;Não;Não;51;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Pagamento digital;19.1;1007.8;Não
8215-NGSPE;Mulher;0;Sim;Sim;42;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;20;833.55;Não
2225-ZRGSG;Mulher;0;Sim;Sim;70;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Não;Não;Dois anos;Não;Débito automatico;93.9;6579.05;Sim
8859-YSTWS;Homem;0;Não;Não;48;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;19.95;1004.5;Não
5271-YNWVR;Homem;0;Sim;Sim;68;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Pagamento digital;113.15;7856;Sim
7601-DHFWZ;Mulher;0;Não;Não;48;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Cartão de Crédito;24;1183.05;Não
2657-ALMWY;Mulher;1;Sim;Não;26;Sim;Não;Fibra Ótica;Não;Sim;Não;Não;Não;Sim;Mês a Mês;Não;Pagamento digital;84.95;2169.75;Sim
6330-JKLPC;Homem;0;Sim;Não;11;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;80.5;896.9;Sim
4667-OHGKG;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;19.3;19.3;Sim
1998-VHJHK;Mulher;0;Não;Não;27;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Boleto;19.15;501.35;Não
1707-HABPF;Mulher;1;Não;Não;46;Sim;Não;Fibra Ótica;Não;Sim;Sim;Não;Sim;Não;Um ano;Sim;Débito automatico;91.3;4126.35;Não
1660-HSOOQ;Homem;0;Não;Não;1;Sim;Não;DSL;Não;Não;Sim;Não;Não;Não;Mês a Mês;Sim;Boleto;49.65;49.65;Sim
7253-UVNDW;Mulher;0;Não;Não;46;Sim;Não;DSL;Não;Não;Sim;Sim;Não;Não;Dois anos;Não;Cartão de Crédito;54.35;2460.15;Sim
0487-VVUVK;Homem;0;Sim;Sim;25;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;19.15;477.6;Não
7228-OMTPN;Homem;0;Não;Não;4;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;88.45;370.65;Sim
5063-IUOKK;Homem;0;Não;Não;13;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.75;265.75;Não
4508-OEBEY;Homem;0;Sim;Não;31;Sim;Não;DSL;Sim;Sim;Sim;Sim;Não;Sim;Um ano;Sim;Cartão de Crédito;75.5;2424.45;Não
0027-KWYKW;Mulher;0;Sim;Sim;23;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;83.75;1849.95;Não
2308-STERM;Mulher;0;Não;Não;2;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;19.4;61.05;Não
5982-XMDEX;Mulher;0;Não;Não;65;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;26.5;1698.55;Não
6284-AHOOQ;Homem;1;Não;Não;22;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Sim;Não;Mês a Mês;Sim;Débito automatico;90.5;1910.6;Sim
6051-PTVNS;Mulher;0;Sim;Sim;55;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Cartão de Crédito;19.15;998.1;Não
2344-JMOGN;Homem;0;Sim;Não;9;Sim;Não;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Não;Mês a Mês;Sim;Boleto;94.85;890.6;Sim
3799-ISUZQ;Homem;0;Sim;Sim;7;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;69.95;529.5;Sim
2877-VDUER;Mulher;0;Sim;Sim;35;Não;Não;DSL;Não;Não;Não;Sim;Sim;Não;Um ano;Não;Boleto;40.9;1383.6;Não
9152-AMKAK;Homem;0;Não;Não;6;Sim;Não;DSL;Sim;Não;Sim;Sim;Sim;Sim;Dois anos;Sim;Boleto;80.25;493.4;Não
1794-HBQTJ;Mulher;0;Não;Não;1;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;48.6;48.6;Sim
9432-VOFYX;Homem;0;Não;Não;17;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;70.8;1207;Não
8049-WJCLQ;Homem;0;Sim;Sim;10;Sim;Não;DSL;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Não;Boleto;60.2;563.5;Não
6586-PSJOX;Homem;0;Não;Sim;15;Sim;Não;DSL;Não;Não;Sim;Sim;Não;Não;Um ano;Não;Cartão de Crédito;55.2;864.55;Não
2460-FPSYH;Mulher;1;Não;Não;40;Não;Não;DSL;Sim;Sim;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;55.8;2109.35;Sim
9705-ZJBCG;Mulher;0;Sim;Sim;13;Sim;Não;DSL;Sim;Não;Não;Sim;Não;Não;Um ano;Não;Débito automatico;54.15;701.05;Não
4818-DRBQT;Homem;0;Sim;Não;29;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;80.15;2265.25;Sim
1320-HTRDR;Mulher;0;Não;Não;3;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;75.5;220.6;Sim
6847-KJLTS;Mulher;1;Sim;Não;58;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Sim;Sim;Mês a Mês;Sim;Débito automatico;100.4;5749.8;Não
9670-BPNXF;Mulher;0;Não;Não;45;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Sim;Cartão de Crédito;62.55;2796.45;Não
3913-FCUUW;Mulher;0;Sim;Sim;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Não;Não;Dois anos;Sim;Débito automatico;70.45;5165.7;Não
3301-VKTGC;Homem;0;Sim;Sim;68;Sim;Sim;Fibra Ótica;Sim;Sim;Não;Não;Não;Não;Um ano;Sim;Débito automatico;85.5;5696.6;Não
1493-AMTIE;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;20.2;20.2;Sim
9555-SAHUZ;Mulher;0;Sim;Sim;38;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;54.5;2076.05;Não
0816-TSPHQ;Homem;0;Não;Não;2;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.75;44.2;Não
9932-WBWIK;Homem;0;Não;Não;11;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.35;215.25;Não
4619-EVPHY;Mulher;1;Sim;Não;20;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Um ano;Sim;Débito automatico;91;1859.5;Não
5286-YHCVC;Homem;0;Sim;Não;72;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Dois anos;Sim;Débito automatico;104.8;7470.1;Não
6424-ELEYH;Mulher;0;Sim;Não;3;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;74.75;229.5;Sim
4391-RESHN;Homem;0;Não;Não;23;Sim;Sim;Fibra Ótica;Não;Não;Sim;Sim;Sim;Sim;Mês a Mês;Sim;Boleto;104.05;2470.1;Sim
9115-YQHGA;Homem;0;Não;Não;40;Sim;Não;DSL;Não;Não;Não;Sim;Não;Não;Mês a Mês;Sim;Pagamento digital;51.1;2092.9;Não
4462-CYWMH;Homem;1;Sim;Não;62;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Sim;Mês a Mês;Sim;Débito automatico;89.8;5629.55;Não
8963-MQVYN;Mulher;0;Não;Sim;22;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;20.55;469.85;Não
2458-EOMRE;Mulher;0;Não;Não;11;Sim;Não;DSL;Sim;Não;Sim;Não;Não;Sim;Mês a Mês;Não;Débito automatico;64.05;733.95;Não
9334-GWGOW;Homem;1;Sim;Não;7;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74.85;485.25;Não
6821-BUXUX;Mulher;0;Não;Não;13;Sim;Sim;Fibra Ótica;Sim;Sim;Não;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;96.65;1244.5;Sim
5028-HTLJB;Homem;1;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.05;20.05;Sim
9801-GDWGV;Mulher;0;Não;Não;39;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;103.45;3994.45;Sim
6542-LWGXJ;Homem;0;Sim;Não;3;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;25;78.25;Não
5567-GZKQY;Homem;0;Não;Não;58;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Cartão de Crédito;20.3;1131.5;Não
1222-LRYKO;Homem;0;Não;Sim;6;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;26.35;184.05;Não
2320-JRSDE;Mulher;0;Sim;Sim;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;19.9;19.9;Sim
2087-QAREY;Mulher;0;Sim;Não;22;Sim;Não;DSL;Não;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Boleto;54.7;1178.75;Não
0601-WZHJF;Homem;0;Sim;Não;14;Não;Não;DSL;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Não;Pagamento digital;46.35;667.7;Sim
4423-JWZJN;Homem;0;Sim;Sim;64;Sim;Sim;Fibra Ótica;Não;Não;Sim;Não;Não;Sim;Um ano;Não;Cartão de Crédito;90.25;5629.15;Não
5143-WMWOG;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;19.95;19.95;Sim
